label,repo,file_path,line,algorithm,severity,confidence,is_test_code,context,code_snippet,repo_url,notes,enrichment_source
?,python-ecdsa,src/ecdsa/test_ecdsa.py,644,ECDSA,CRITICAL,0.9,True,"generator_secp256k1 is assigned as a value in a dictionary (likely a test parameterization map), making the secp256k1 EC","""generator_secp256k1"": generator_secp256k1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,226,RSA,CRITICAL,0.7,False,,"""""""Represents a public RSA key.",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,329,Ed25519,CRITICAL,0.7,True,,"VerifyingKey.from_public_key_recovery(b"""", b"""", Ed25519)",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/cli.py,39,RSA,CRITICAL,0.85,False,"CLI description string advertising RSA key pair generation, indicating the tool's primary function is generating classic","description='Generates a new RSA key pair of ""keysize"" bits.',",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,bc-java,core/src/main/java/org/bouncycastle/asn1/nist/NISTObjectIdentifiers.java,226,PKCS1v15,HIGH,0.85,False,"This line defines and exports a production ASN.1 OID constant for RSA PKCS#1 v1.5 signatures with SHA3-224, making it av","static final ASN1ObjectIdentifier    id_rsassa_pkcs1_v1_5_with_sha3_224       = sigAlgs.branch(""13"")",https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,101,ECDSA,CRITICAL,0.9,True,Test class named ECDSA containing unit tests for ECDSA signing and verification operations.,class ECDSA(unittest.TestCase):,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/ecdsa_backend.py,95,ECDSA,CRITICAL,0.7,False,,"point = ecdsa.ellipticcurve.Point(self.curve.curve, x, y, self.curve.order)",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,789,HARDCODED_KEY,CRITICAL,0.7,True,,"b""-----BEGIN OPENSSH PRIVATE KEY-----\n""",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,303,Ed25519,CRITICAL,0.7,True,,"VerifyingKey.from_public_point(point, Ed25519)",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdh.py,268,ECDH,CRITICAL,0.7,False,,"Compares the curve of the DER-encoded key with the ECDH set curve,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdsa.py,600,ECDSA,CRITICAL,0.7,False,,# NIST Curve P-521:,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/pkcs1.py,370,RSA,CRITICAL,0.7,False,,"If you also want to verify the message, use :py:func:`rsa.verify()` instead.",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,330,ECDH,CRITICAL,0.7,True,,ecdh = ECDH(),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,423,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_brainpoolp224t1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/cli.py,240,RSA,CRITICAL,0.7,False,,key_class = rsa.PrivateKey,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-jose,jose/constants.py,33,RSA,CRITICAL,0.7,False,,"RSA_OAEP = ""RSA-OAEP""",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-rsa,rsa/key.py,673,HARDCODED_KEY,CRITICAL,0.7,False,,"The contents of the file before the ""-----BEGIN RSA PRIVATE KEY-----"" and",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,545,HARDCODED_KEY,CRITICAL,0.7,True,,"""-----BEGIN EC PRIVATE KEY-----\n""",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,kmip/src/main/java/org/bouncycastle/kmip/wire/enumeration/KMIPDigitalSignatureAlgorithm.java,20,ECDSA,CRITICAL,0.7,False,,"ECDSA_WITH_SHA224(0x0D),                   // ECDSA with SHA-224",https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,358,Ed25519,CRITICAL,0.7,True,,"vk_2 = VerifyingKey.from_string(vk_str, Ed25519)",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,414,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_brainpoolp224r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,4,Ed25519,CRITICAL,0.9,False,Production import of the eddsa module enabling Ed25519 and Ed448 curve operations used throughout this file.,"from . import der, ecdsa, ellipticcurve, eddsa",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/cli.py,246,RSA,CRITICAL,0.7,False,,"assert isinstance(priv_key, rsa.key.PrivateKey)",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,bc-java,core/src/main/java/org/bouncycastle/crypto/engines/DESedeWrapEngine.java,319,SHA-1,HIGH,0.95,False,SHA-1 digest instance (sha1) is actively used to hash the key being wrapped as part of the RFC 3217 integrity check comp,"sha1.update(key, 0, key.length);",https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,468,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_brainpoolp384r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1758,Ed25519,CRITICAL,0.7,True,,return self.do_eddsa_test_from_openssl(Ed25519),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,352,ECDSA,CRITICAL,0.7,False,,"ecdsa.generator_384,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/rsa_backend.py,240,RSA,CRITICAL,0.7,False,,"pem = pyrsa_pem.save_pem(der, pem_marker=""RSA PUBLIC KEY"")",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1158,ECDSA,CRITICAL,0.7,True,,"reason=""system openssl does not support prime256v1"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/util.py,359,ECDSA,CRITICAL,0.7,False,,in :func:`ecdsa.keys.SigningKey.sign` method.,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/util.py,396,ECDSA,CRITICAL,0.7,False,,:return: DER encoding of ECDSA signature,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1166,ECDSA,CRITICAL,0.7,True,,"reason=""system openssl does not support secp384r1"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdsa.py,661,ECDSA,CRITICAL,0.7,False,,"curve_secp256k1, _Gx, _Gy, 1, _r, generator=True",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/utils.py,153,ECDSA,CRITICAL,0.7,False,,"b""ecdsa-sha2-nistp521"",",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-jose,jose/utils.py,152,ECDSA,CRITICAL,0.7,False,,"b""ecdsa-sha2-nistp384"",",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,981,ECDSA,CRITICAL,0.7,True,,"curve = Curve(""test"", ecdsa.curve_192, ecdsa.generator_192, (1, 2))",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,527,HARDCODED_KEY,CRITICAL,0.7,True,,"""-----BEGIN EC PRIVATE KEY-----\n""",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/util.py,389,ECDSA,CRITICAL,0.7,False,,in :func:`ecdsa.keys.SigningKey.sign` method.,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,469,ECDSA,CRITICAL,0.7,False,,"ecdsa.generator_brainpoolp384r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,core/src/main/java/org/bouncycastle/crypto/util/CipherKeyGeneratorFactory.java,108,RC4,CRITICAL,0.95,False,The factory method createKeyGenerator actively supports RC4 key generation by matching the RC4 OID and returning an init,else if (PKCSObjectIdentifiers.rc4.equals(algorithm)),https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,723,Ed25519,CRITICAL,0.7,True,,"Ed25519,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,113,ECDH,CRITICAL,0.7,True,,ecdh1 = ECDH(),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,318,Ed25519,CRITICAL,0.7,True,,"encode_bitstring(bytes(Ed25519.generator.to_bytes()), 0),",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,487,ECDSA,CRITICAL,0.7,False,,"ecdsa.generator_brainpoolp512r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,420,X25519,CRITICAL,0.7,False,,// Legacy XDH on Curve25519 (legacy X25519),https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-rsa,rsa/cli.py,312,RSA,CRITICAL,0.7,False,,except rsa.VerificationError as ex:,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,354,ECDSA,CRITICAL,0.7,False,,"""secp384r1"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/utils.py,149,RSA,CRITICAL,0.95,False,The byte string `b'ssh-rsa'` is used as an SSH wire-format key type identifier for parsing RSA SSH public keys.,"b""ssh-rsa"",",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,351,Ed25519,CRITICAL,0.7,True,,"self.assertIs(vk.curve, Ed25519)",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/jwk.py,36,RSA,CRITICAL,0.95,False,"The get_key() function checks if the requested algorithm belongs to ALGORITHMS.RSA and returns the RSAKey backend class,",elif algorithm in ALGORITHMS.RSA:,https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-rsa,rsa/key.py,865,RSA,CRITICAL,0.7,False,,"""""""Generate RSA keys of nbits bits. Returns (p, q, e, d) or (p, q, e, d, rs).",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,306,ECDSA,CRITICAL,0.7,False,,"ecdsa.generator_128r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,682,RSA,CRITICAL,0.7,False,,"der = rsa.pem.load_pem(keyfile, b""RSA PRIVATE KEY"")",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1755,Ed25519,CRITICAL,0.7,True,,"reason=""system openssl does not support signing with Ed25519"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdh.py,194,ECDH,CRITICAL,0.7,False,,"Compares the curve of the DER-encoded key with the ECDH set curve,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/util.py,454,ECDSA,CRITICAL,0.7,False,,be a big endian encoding of the ``s`` parameter of an ECDSA signature.,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,2344,ECDH,CRITICAL,0.7,True,,class RFC7027(ECDH):,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/cli.py,117,RSA,CRITICAL,0.7,False,Assigns rsa.PublicKey as,key_class = rsa.PublicKey  # type: typing.Type[rsa.key.AbstractKey],https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1452,ECDSA,CRITICAL,0.7,True,,def test_to_openssl_secp256k1(self):,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,24,ECDH,CRITICAL,0.95,True,Import statement bringing the ECDH class into scope for use throughout the test file.,from .ecdh import (,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1906,ECDSA,CRITICAL,0.7,True,,# known issue: https://github.com/warner/python-ecdsa/issues/221,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/constants.py,55,RSA,CRITICAL,0.7,False,,RSA = RSA_DS.union(RSA_KW),https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-rsa,rsa/pkcs1.py,199,RSA,CRITICAL,0.7,False,,:param priv_key: the :py:class:`rsa.PrivateKey` to decrypt with.,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,832,Ed25519,CRITICAL,0.7,True,,"Ed448,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,410,ECDH,CRITICAL,0.7,True,,ecdh2 = ECDH(curve=vcurve),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,58,Ed25519,CRITICAL,0.85,True,Import of Ed25519 curve constant used in EdDSA test cases for signing and verification.,"Ed25519,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1418,ECDSA,CRITICAL,0.7,True,,"reason=""system openssl does not support prime256v1"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,970,ECDSA,CRITICAL,0.7,True,,"curve = Curve(""test"", ecdsa.curve_192, ecdsa.generator_192, (1, 2))",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdsa.py,211,ECDSA,CRITICAL,0.7,False,,"""""""Private key for ECDSA.""""""",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,196,RSA,CRITICAL,0.98,False,Production code checking relative primality of the blinding factor with RSA modulus n.,"if rsa.prime.are_relatively_prime(self.n, blind_r):",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-rsa,rsa/pkcs1.py,205,RSA,CRITICAL,0.7,False,,>>> import rsa,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,301,Ed25519,CRITICAL,0.8,True,"Test constructing a VerifyingKey from the Ed25519 generator point, which should be rejected as an invalid public key.",point = Ed25519.generator,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,484,Ed25519,CRITICAL,0.7,True,,sk = SigningKey.generate(Ed448),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1964,ECDSA,CRITICAL,0.7,True,,def test_SECP256k1_2(self):,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,391,Ed25519,CRITICAL,0.7,True,,sk = SigningKey.generate(Ed25519),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/util.py,457,ECDSA,CRITICAL,0.7,False,,parameter to the :func:`ecdsa.keys.VerifyingKey.verify` method.,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,59,Ed25519,CRITICAL,0.7,True,,"Ed448,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/ecdsa_backend.py,27,ECDSA,CRITICAL,0.95,False,"SHA384 is mapped to NIST P-384 curve (NIST384p), establishing the elliptic curve parameters used during key generation a","SHA384: ecdsa.curves.NIST384p,",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,bc-java,pkix/src/main/java/org/bouncycastle/operator/DefaultAlgorithmNameFinder.java,160,PKCS1v15,HIGH,0.7,False,,"addAlgorithm(NISTObjectIdentifiers.id_rsassa_pkcs1_v1_5_with_sha3_512, ""SHA3-512WITHRSA"");",https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1433,ECDSA,CRITICAL,0.7,True,,"""secp384r1"" not in OPENSSL_SUPPORTED_CURVES,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,kmip/src/main/java/org/bouncycastle/kmip/wire/enumeration/KMIPCryptographicAlgorithm.java,15,SHA-1,HIGH,0.85,False,"HMAC_SHA1 is defined as an active enum constant (0x07) in a production KMIP cryptographic algorithm enumeration, enablin","HMAC_SHA1(0x07),                    // HMAC-SHA1",https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,bc-java,prov/src/main/java/org/bouncycastle/jcajce/util/MessageDigestUtils.java,53,SHA-1,HIGH,0.7,False,Regex match — AI enrichment unavailable,"digestAlgIdMap.put(""SHA-1"", new AlgorithmIdentifier(OIWObjectIdentifiers.idSHA1, DERNull.INSTANCE));",https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-rsa,rsa/prime.py,97,RSA,CRITICAL,0.95,False,Production call to rsa.randnum.randint() to generate a random witness integer for Miller-Rabin primality testing in the ,a = rsa.randnum.randint(n - 3) + 1,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-rsa,rsa/key.py,786,RSA,CRITICAL,0.7,False,,found_size = rsa.common.bit_size(p * q),https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,299,ECDH,CRITICAL,0.7,True,,sharedsecret = ecdh.generate_sharedsecret_bytes(),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,329,RSA,CRITICAL,0.7,False,,"The contents of the file before the ""-----BEGIN RSA PUBLIC KEY-----"" and",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_malformed_sigs.py,10,SHA-1,HIGH,0.65,True,"SHA-1 is included in a fallback list of hash algorithm names used when hashlib.algorithms_available is not importable, a","""sha1"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/cli.py,25,RSA,CRITICAL,0.95,False,"Top-level import of the rsa library, enabling all RSA cryptographic operations used throughout this CLI module.",import rsa,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,342,ECDH,CRITICAL,0.7,True,,ecdh.load_received_public_key_der(unhexlify(der_remote_public_key)),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyAgreementSpi.java,311,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,if (X25519PrivateKeyParameters.KEY_SIZE != keyData.length),https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-rsa,rsa/cli.py,300,RSA,CRITICAL,0.7,False,,"self, indata: bytes, pub_key: rsa.key.AbstractKey, cli_args: Indexable",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,734,Ed25519,CRITICAL,0.7,True,,"Ed25519,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1706,Ed25519,CRITICAL,0.7,True,,return self.do_eddsa_test_to_openssl(Ed25519),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,525,ECDSA,CRITICAL,0.7,False,,"SECP256k1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/utils.py,124,RSA,CRITICAL,0.95,False,"The byte string `b'RSA PUBLIC KEY'` is used as a PKCS#1 PEM label for parsing or serializing RSA public keys, indicating","b""RSA PUBLIC KEY"",",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,334,ECDH,CRITICAL,0.7,True,,sharedsecret = ecdh.generate_sharedsecret_bytes(),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,674,RSA,CRITICAL,0.7,False,,"after the ""-----END RSA PRIVATE KEY-----"" lines is ignored.",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,setup.py,18,ECDSA,CRITICAL,0.95,False,The package name 'ecdsa' in setup.py identifies this as the distribution name for an ECDSA cryptographic library being p,"name=""ecdsa"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,93,ECDSA,CRITICAL,0.97,False,"Defines a mapping of JWK curve name 'P-256' to the cryptography library's SECP256R1 curve object, used for ECDSA key ins","""P-256"": ec.SECP256R1,",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,305,HARDCODED_KEY,CRITICAL,0.7,True,,"""-----BEGIN EC PRIVATE KEY-----\n""",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,360,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_521,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,pkix/src/main/java/org/bouncycastle/operator/DefaultAlgorithmNameFinder.java,192,AES-128,HIGH,0.7,False,,"addAlgorithm(NISTObjectIdentifiers.id_aes128_CBC, ""AES-128/CBC"");",https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-ecdsa,src/ecdsa/util.py,508,ECDSA,CRITICAL,0.7,False,,parameter to the :func:`ecdsa.keys.VerifyingKey.verify` method.,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/rsa_backend.py,177,RSA,CRITICAL,0.7,False,,"raise JWKError(""Incorrect key type. Expected: 'RSA', Received: %s"" % jwk_dict.get(""kty""))",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-rsa,rsa/util.py,20,RSA,CRITICAL,0.85,False,"The module imports rsa.key, which provides RSA key generation and management functionality used throughout this utility ",import rsa.key,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,bc-java,tls/src/main/java/org/bouncycastle/tls/NamedGroupRole.java,11,ECDSA,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public static final int ecdsa = 3;,https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-ecdsa,src/ecdsa/test_ecdh.py,86,ECDH,CRITICAL,0.7,True,Creates a bare ECDH instance without a curve to test the InvalidCurveError path when loading a mismatched key.,ecdh1 = ECDH(),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,855,Ed25519,CRITICAL,0.7,True,,sk = SigningKey.generate(Ed448),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,366,RSA,CRITICAL,0.7,False,,"der = rsa.pem.load_pem(keyfile, ""PUBLIC KEY"")",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1050,SHA-1,HIGH,0.7,True,,"# versions require ""-ecdsa-with-SHA1"", the later versions want just",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,25,ECDH,CRITICAL,0.95,True,Direct import of the ECDH symbol used to instantiate key-exchange objects in every test case.,"ECDH,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_eddsa.py,21,ECDSA,CRITICAL,0.82,True,The test file imports generator_256 and curve_256 from the ecdsa module (NIST P-256 / secp256r1) and uses them in compar,"from .ecdsa import generator_256, curve_256",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1149,ECDSA,CRITICAL,0.7,True,,"""prime256v1"" not in OPENSSL_SUPPORTED_CURVES,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,tls/src/main/java/org/bouncycastle/tls/crypto/TlsCryptoUtils.java,133,MD5,HIGH,0.7,False,Regex match — AI enrichment unavailable,return PKCSObjectIdentifiers.md5;,https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-ecdsa,src/ecdsa/test_keys.py,676,Ed25519,CRITICAL,0.7,True,,"encode_sequence(encode_oid(*Ed25519.oid), encode_integer(1)),",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/__init__.py,40,ECDH,CRITICAL,0.95,False,"The ECDH class is explicitly exported in the module's public API via the _hush_pyflakes list, making it a directly acces","ECDH,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,1031,HARDCODED_KEY,CRITICAL,0.7,True,,"""-----BEGIN EC PRIVATE KEY-----\n""",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,216,RSA,CRITICAL,0.7,False,,"self.blindfac_inverse = rsa.common.inverse(self.blindfac, self.n)",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-rsa,rsa/cli.py,126,RSA,CRITICAL,0.7,False,,"self, indata: bytes, key: rsa.key.AbstractKey, cli_args: Indexable",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1165,ECDSA,CRITICAL,0.7,True,,"""secp384r1"" not in OPENSSL_SUPPORTED_CURVES,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,752,RSA,CRITICAL,0.7,False,,>>> from rsa import common,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,132,Ed25519,CRITICAL,0.8,True,Test verifying that VerifyingKey.from_string() raises an appropriate error when given invalid bytes for an Ed25519 key.,"VerifyingKey.from_string(b""AAA"", Ed25519)",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,node-jsonwebtoken,lib/validateAsymmetricKey.js,60,RSA,CRITICAL,0.7,False,,"throw new Error(`Invalid key for this operation, its RSA-PSS parameter saltLength does not meet the ",https://github.com/AnimeshShaw/node-jsonwebtoken,,AI-enriched
?,python-rsa,rsa/key.py,925,RSA,CRITICAL,0.7,False,,The ``poolsize`` parameter was added in *Python-RSA 3.1* and requires,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,405,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_brainpoolp192t1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,1138,Ed25519,CRITICAL,0.7,True,,assert sk.curve == Ed25519,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
