label,repo,file_path,line,algorithm,severity,confidence,is_test_code,context,code_snippet,repo_url,notes
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,351,Ed25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.Ed448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,353,Ed25519,CRITICAL,0.7,False,,"return implGeneratePrivate(""EdDSA"", new Operation()",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,381,RSA,CRITICAL,0.7,False,,"return implGeneratePrivate(""RSA"", rsaPrivSpec);",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,407,DSA,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.DSA:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,411,DSA,CRITICAL,0.7,False,,"return implGeneratePublic(""DSA"", dsaSpec);",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,414,ECDH,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.ECDH:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,418,X25519,CRITICAL,0.7,False,,// Legacy XDH on Curve25519 (legacy X25519),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,424,X25519,CRITICAL,0.7,False,,// Legacy X448 (1.3.101.111),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,432,ECDH,CRITICAL,0.7,False,,"return implGetPublicKeyEC(""ECDH"", ecdhK);",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,435,X25519,CRITICAL,0.7,False,,// Modern X25519 (1.3.6.1.4.1.3029.1.5.1 & 1.3.101.110),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,436,X25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.X25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,440,X25519,CRITICAL,0.7,False,,// Modern X448 (1.3.101.111),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,441,X25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.X448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,445,ECDSA,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.ECDSA:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,449,Ed25519,CRITICAL,0.7,False,,"// Legacy EdDSA (legacy Ed448, legacy Ed25519)",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,453,Ed25519,CRITICAL,0.7,False,,// Legacy Ed448 (1.3.101.113),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,456,Ed25519,CRITICAL,0.7,False,,"return get448PublicKey(eddsaKey.getEncodedPoint(), EdECObjectIdentifiers.id_Ed448, ""EdDSA"", ""Ed"");",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,458,Ed25519,CRITICAL,0.7,False,,// Legacy Ed25519,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,462,Ed25519,CRITICAL,0.7,False,,"return get25519PublicKey(eddsaKey.getEncodedPoint(), EdECObjectIdentifiers.id_Ed25519, ""EdDSA"", ""Ed""",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,465,Ed25519,CRITICAL,0.7,False,,// Modern Ed25519 (1.3.6.1.4.1.11591.15.1 & 1.3.101.112),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,466,Ed25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.Ed25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,469,Ed25519,CRITICAL,0.7,False,,"0, EdECObjectIdentifiers.id_Ed25519, ""EdDSA"");",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,471,Ed25519,CRITICAL,0.7,False,,// Modern Ed448 (1.3.101.113),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,472,Ed25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.Ed448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,475,Ed25519,CRITICAL,0.7,False,,"0, EdECObjectIdentifiers.id_Ed448, ""EdDSA"");",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,491,RSA,CRITICAL,0.7,False,,"return implGeneratePublic(""RSA"", rsaSpec);",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,538,DSA,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.DSA:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,544,ECDH,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.ECDH:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,553,X25519,CRITICAL,0.7,False,,"// 'reverse' because the native format for X25519,X448 private keys is little-endian",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,563,X25519,CRITICAL,0.7,False,,// Modern X25519 (1.3.6.1.4.1.3029.1.5.1 & 1.3.101.110),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,564,X25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.X25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,574,X25519,CRITICAL,0.7,False,,// Modern X448 (1.3.101.111),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,575,X25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.X448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,585,ECDSA,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.ECDSA:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,589,Ed25519,CRITICAL,0.7,False,,"// Legacy EdDSA (legacy Ed448, legacy Ed25519)",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,600,Ed25519,CRITICAL,0.7,False,,// Modern Ed25519 (1.3.6.1.4.1.11591.15.1 & 1.3.101.112),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,601,Ed25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.Ed25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,611,Ed25519,CRITICAL,0.7,False,,// Modern Ed448 (1.3.101.113),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,612,Ed25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.Ed448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,658,DSA,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.DSA:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,672,ECDH,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.ECDH:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,673,ECDSA,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.ECDSA:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,693,X25519,CRITICAL,0.7,False,,// Legacy XDH on Curve25519 (legacy X25519),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,699,X25519,CRITICAL,0.7,False,,"return new ECDHPublicBCPGKey(CryptlibObjectIdentifiers.curvey25519, new BigInteger(1, getPointEncUnc",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,702,X25519,CRITICAL,0.7,False,,// Legacy X448 (1.3.101.111),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,708,X25519,CRITICAL,0.7,False,,"return new ECDHPublicBCPGKey(EdECObjectIdentifiers.id_X448, new BigInteger(1, getPointEncUncompresse",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,715,X25519,CRITICAL,0.7,False,,// Legacy X25519 (1.3.6.1.4.1.3029.1.5.1 & 1.3.101.110),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,716,X25519,CRITICAL,0.7,False,,if (X25519.SCALAR_SIZE + 12 == pubKey.getEncoded().length) // + 12 for some reason,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,720,X25519,CRITICAL,0.7,False,,"return new ECDHPublicBCPGKey(CryptlibObjectIdentifiers.curvey25519, new BigInteger(1, getPointEncUnc",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,723,X25519,CRITICAL,0.7,False,,// Legacy X448 (1.3.101.111),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,728,X25519,CRITICAL,0.7,False,,"return new ECDHPublicBCPGKey(EdECObjectIdentifiers.id_X448, new BigInteger(1, getPointEncUncompresse",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,738,ECDH,CRITICAL,0.7,False,,if (algorithm == PGPPublicKey.ECDH),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,754,Ed25519,CRITICAL,0.7,False,,// Legacy Ed25519 (1.3.6.1.4.1.11591.15.1 & 1.3.101.112),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,757,Ed25519,CRITICAL,0.7,False,,"return new EdDSAPublicBCPGKey(GNUObjectIdentifiers.Ed25519, new BigInteger(1, getPointEncUncompresse",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,759,Ed25519,CRITICAL,0.7,False,,// Legacy Ed448 (1.3.101.113),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,762,Ed25519,CRITICAL,0.7,False,,"return new EdDSAPublicBCPGKey(EdECObjectIdentifiers.id_Ed448, new BigInteger(1, getPointEncUncompres",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,767,Ed25519,CRITICAL,0.7,False,,"// sun.security.ec.ed.EdDSAPublicKeyImpl returns ""EdDSA"" for getAlgorithm()",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,768,Ed25519,CRITICAL,0.7,False,,"// if algorithm is just EdDSA, we need to detect the curve based on encoding length :/",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,769,Ed25519,CRITICAL,0.7,False,,if (pubKey.getEncoded().length == 12 + Ed25519.PUBLIC_KEY_SIZE) // +12 for some reason,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,771,Ed25519,CRITICAL,0.7,False,,// Legacy Ed25519 (1.3.6.1.4.1.11591.15.1 & 1.3.101.112),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,772,Ed25519,CRITICAL,0.7,False,,"return new EdDSAPublicBCPGKey(GNUObjectIdentifiers.Ed25519, new BigInteger(1, getPointEncUncompresse",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,776,Ed25519,CRITICAL,0.7,False,,// Legacy Ed448 (1.3.101.113),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,777,Ed25519,CRITICAL,0.7,False,,"return new EdDSAPublicBCPGKey(EdECObjectIdentifiers.id_Ed448, new BigInteger(1, getPointEncUncompres",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,782,Ed25519,CRITICAL,0.7,False,,// Modern Ed25519 (1.3.6.1.4.1.11591.15.1 & 1.3.101.112),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,783,Ed25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.Ed25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,794,Ed25519,CRITICAL,0.7,False,,// Modern Ed448 (1.3.101.113),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,795,Ed25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.Ed448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,806,X25519,CRITICAL,0.7,False,,// Modern X25519 (1.3.6.1.4.1.3029.1.5.1 & 1.3.101.110),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,807,X25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.X25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,817,X25519,CRITICAL,0.7,False,,// Modern X448 (1.3.101.111),https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,818,X25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.X448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/OperatorHelper.java,274,RSA,CRITICAL,0.95,False,"RSA/ECB/PKCS1Padding cipher is instantiated for public-key encryption operations in OpenPGP, which is quantum-vulnerable","return createCipher(""RSA/ECB/PKCS1Padding"");",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/OperatorHelper.java,336,RSA,CRITICAL,0.7,False,,"encAlg = ""RSA"";",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/OperatorHelper.java,338,DSA,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.DSA:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/OperatorHelper.java,339,DSA,CRITICAL,0.7,False,,"encAlg = ""DSA"";",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/OperatorHelper.java,345,ECDSA,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.ECDSA:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/OperatorHelper.java,346,ECDSA,CRITICAL,0.7,False,,"encAlg = ""ECDSA"";",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/OperatorHelper.java,349,Ed25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.Ed25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/OperatorHelper.java,350,Ed25519,CRITICAL,0.7,False,,"return createSignature(""Ed25519"");",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/OperatorHelper.java,351,Ed25519,CRITICAL,0.7,False,,case PublicKeyAlgorithmTags.Ed448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.4/org/bouncycastle/openpgp/operator/jcajce/OperatorHelper.java,352,Ed25519,CRITICAL,0.7,False,,"return createSignature(""Ed448"");",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/gpg/SExprParser.java,72,RSA,CRITICAL,0.85,False,"RSA key field descriptor array registered in a map for OPENPGP_S2K3_OCB_AES protection mode, containing only public comp","put(Integers.valueOf(ProtectionModeTags.OPENPGP_S2K3_OCB_AES), new String[]{""rsa"", ""n"", ""e"", ""protec",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/gpg/SExprParser.java,73,RSA,CRITICAL,0.95,False,"RSA key field descriptor array registered for OPENPGP_S2K3_SHA1_AES_CBC protection mode, including full private key comp","put(Integers.valueOf(ProtectionModeTags.OPENPGP_S2K3_SHA1_AES_CBC), new String[]{""rsa"", ""n"", ""e"", ""d",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/gpg/SExprParser.java,83,DSA,CRITICAL,0.9,False,"DSA key field descriptor array registered for OPENPGP_S2K3_OCB_AES protection mode, containing only public key component","put(Integers.valueOf(ProtectionModeTags.OPENPGP_S2K3_OCB_AES), new String[]{""dsa"", ""p"", ""q"", ""g"", ""y",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/gpg/SExprParser.java,84,DSA,CRITICAL,0.95,False,"DSA key field descriptor array registered for OPENPGP_S2K3_SHA1_AES_CBC protection mode, including private key component","put(Integers.valueOf(ProtectionModeTags.OPENPGP_S2K3_SHA1_AES_CBC), new String[]{""dsa"", ""p"", ""q"", ""g",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/gpg/SExprParser.java,183,ECDSA,CRITICAL,0.92,False,"A PublicKeyPacket is constructed with the ECDSA algorithm tag in production key parsing, actively instantiating an ECDSA","pubPacket = new PublicKeyPacket(PublicKeyAlgorithmTags.ECDSA, new Date(), basePubKey);",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/gpg/SExprParser.java,206,DSA,CRITICAL,0.95,False,"A string equality check dispatches DSA key processing in the production key-type branching logic of SExprParser, activel","else if (keyType.equals(""dsa""))",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/gpg/SExprParser.java,208,DSA,CRITICAL,0.7,False,,"pubKey = getPublicKey(fingerPrintCalculator, pubKey, expression, PublicKeyAlgorithmTags.DSA, dsaBigI",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/gpg/SExprParser.java,269,RSA,CRITICAL,0.7,False,,"else if (keyType.equals(""rsa""))",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/gpg/SExprParser.java,271,RSA,CRITICAL,0.7,False,,// TODO: type of RSA key?,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/gpg/SExprParser.java,404,SHA-1,HIGH,0.7,False,,PGPDigestCalculator digestCalculator = digestProvider.get(HashAlgorithmTags.SHA1);,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/gpg/SExprParser.java,483,Ed25519,CRITICAL,0.7,False,,"if (curve_lowercase.equals(""ed25519""))",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/gpg/SExprParser.java,487,Ed25519,CRITICAL,0.7,False,,"else if (curve_lowercase.equals(""ed448""))",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/gpg/SExprParser.java,555,SHA-1,HIGH,0.7,False,,"if (str.equals(""openpgp-s2k3-sha1-aes-cbc""))",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/openpgp/api/OpenPGPDefaultPolicy.java,44,SHA-1,HIGH,0.85,False,"SHA-1 is being registered as an accepted certification signature hash algorithm with a hard cutoff date of 2023-02-01, m","acceptCertificationSignatureHashAlgorithmUntil(HashAlgorithmTags.SHA1, UTCUtil.parse(""2023-02-01 00:",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/openpgp/api/OpenPGPDefaultPolicy.java,47,MD5,HIGH,0.9,False,"MD5 is registered as an accepted certification signature hash algorithm with a cutoff of 1997-02-01, meaning the policy ","acceptCertificationSignatureHashAlgorithmUntil(HashAlgorithmTags.MD5, UTCUtil.parse(""1997-02-01 00:0",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/openpgp/api/OpenPGPDefaultPolicy.java,81,ECDSA,CRITICAL,0.85,False,"ECDSA is registered as an accepted public-key algorithm with a minimum strength of 250 bits, which permits classical ell","acceptPublicKeyAlgorithmWithMinimalStrength(PublicKeyAlgorithmTags.ECDSA, 250);",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/openpgp/api/OpenPGPDefaultPolicy.java,83,ECDH,CRITICAL,0.85,False,"ECDH is registered as an accepted public-key algorithm with a minimum strength of 250 bits, permitting classical ellipti","acceptPublicKeyAlgorithmWithMinimalStrength(PublicKeyAlgorithmTags.ECDH, 250);",https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/openpgp/api/OpenPGPDefaultPolicy.java,85,X25519,CRITICAL,0.75,False,X25519 is unconditionally accepted as a public-key algorithm for key exchange; while X25519 is currently considered secu,acceptPublicKeyAlgorithm(PublicKeyAlgorithmTags.X25519);,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/openpgp/api/OpenPGPDefaultPolicy.java,86,X25519,CRITICAL,0.75,False,"X448 is unconditionally accepted as a public-key algorithm for key exchange; like X25519, it is a classical algorithm wi",acceptPublicKeyAlgorithm(PublicKeyAlgorithmTags.X448);,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/openpgp/api/OpenPGPDefaultPolicy.java,87,Ed25519,CRITICAL,0.7,False,,acceptPublicKeyAlgorithm(PublicKeyAlgorithmTags.Ed25519);,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/openpgp/api/OpenPGPDefaultPolicy.java,88,Ed25519,CRITICAL,0.7,False,,acceptPublicKeyAlgorithm(PublicKeyAlgorithmTags.Ed448);,https://github.com/AnimeshShaw/bc-java,
?,bc-java,pg/src/main/jdk1.5/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,81,X25519,CRITICAL,0.9,False,"Import of X25519 class from BouncyCastle's RFC 7748 implementation, used for key conversion operations throughout the fi",import org.bouncycastle.math.ec.rfc7748.X25519;,https://github.com/AnimeshShaw/bc-java,
